x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES
77.67551755,34.79769437,0,13077,8854,47127,Building New,171.4391795,1626.85557,2016,159433,1,2,2021,63220,21,Building Site Off-Road,2014,NONE,1,1512,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.43366853,34.7948107,0,13080,8855,47135,Building New,315.8665438,4279.950428,2016,"76697.0, 76698.0, 76699.0, 76700.0, 76701.0, 76702.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.43463968,34.79485053,0,13081,8856,47138,Building New,315.8670283,4270.44303,2016,"76739.0, 76740.0, 76741.0, 76742.0, 76743.0, 76744.0",6,6,2021,281940,18,Townhome,2011,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.4352476,34.79491198,0,13083,8857,47143,Building New,315.7761432,4278.991883,2016,"76767.0, 76768.0, 76769.0, 76770.0, 76771.0, 76772.0",6,6,2021,281940,18,Townhome,2011,NONE,2,6144,Town Home,Aluminum/Vinyl,C25,C25,Town Home
77.43418929,34.79493826,0,13085,8858,47152,Building New,315.7765771,4279.01122,2016,"76715.0, 76716.0, 76717.0, 76718.0, 76719.0, 76720.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C24,C24,Town Home
77.61750095,34.79729721,0,13086,8859,47158,Building New,199.7717281,1859.007678,2016,151698,1,1,2021,115270,1,Residential,2011,NONE,1,1248,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.4333814,34.79502727,0,13087,8860,47161,Building New,315.867018,4282.910983,2016,"76703.0, 76704.0, 76705.0, 76706.0, 76707.0, 76708.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.44383371,34.79521858,0,13088,8861,47162,Building New,204.4101915,2203.019142,2016,66662,1,1,2021,193990,1,Residential,2006,NONE,2,2465,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.43434321,34.79507408,0,13092,8862,47168,Building New,315.8675129,4273.720696,2016,"76745.0, 76746.0, 76747.0, 76748.0, 76749.0, 76750.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C24,C24,Town Home
77.43495118,34.79513653,0,13094,8863,47176,Building New,315.7756645,4278.993479,2016,"76761.0, 76762.0, 76763.0, 76764.0, 76765.0, 76766.0",6,6,2021,281940,18,Townhome,2011,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.36036983,34.79425746,0,13095,8864,47179,Building New,97.65614833,595.6121727,2016,"20208.0, 55460.0",2,2,2021,142790,20,Building Site,1950,NONE,1,2924,Single Family,"Frame Siding, Plywood", A102,A102,Single Family
77.44407268,34.79532643,0,13096,8865,47181,Building New,207.8068224,2065.031652,2016,66661,1,1,2021,171320,1,Residential,2007,NONE,2,1945,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.43389423,34.79516044,0,13097,8866,47185,Building New,315.7761134,4278.992058,2016,"76709.0, 76710.0, 76711.0, 76712.0, 76713.0, 76714.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.43408748,34.79526649,0,13100,8867,47200,Building New,238.3517247,2929.363209,2016,"76751.0, 76752.0, 76753.0, 76754.0",4,4,2021,185800,18,Townhome,2010,NONE,2,4096,Town Home,Aluminum/Vinyl,C25,C25,Town Home
77.44429978,34.79546997,0,13105,8868,47209,Building New,241.6562036,2790.533224,2016,66660,1,1,2021,204620,1,Residential,2006,NONE,2,2635,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.43465652,34.79535967,0,13107,8869,47213,Building New,315.7757092,4278.990782,2016,"76755.0, 76756.0, 76757.0, 76758.0, 76759.0, 76760.0",6,6,2021,278920,18,Townhome,2010,NONE,2,6144,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.44452238,34.79564347,0,13110,8870,47221,Building New,223.7558365,2397.552897,2016,66659,1,1,2021,181400,1,Residential,2006,NONE,2,2178,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.42553337,34.79545879,0,13111,8871,47224,Building New,148.802632,1322.327459,2016,11882,1,1,2021,72670,1,Residential,2006,NONE,1,1232,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.44370289,34.79570588,0,13114,8872,47228,Building New,200.9508454,2112.99311,2016,66644,1,1,2021,184020,1,Residential,2006,NONE,2,2397,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.36663492,34.79468407,0,13115,8873,47233,Building New,240.6574074,2663.307435,2016,70722,1,1,2021,87030,20,Building Site,1960,NONE,1,1473,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.44472907,34.79579654,0,13117,8874,47240,Building New,185.4124096,1813.395039,2016,66658,1,1,2021,168460,1,Residential,2006,NONE,2,2049,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44496003,34.79594181,0,13122,8875,47250,Building New,198.819944,1889.911079,2016,66657,1,1,2021,166600,1,Residential,2006,NONE,2,2064,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44908187,34.79604122,0,13123,8876,47253,Building New,189.4973653,2217.879252,2016,158274,1,1,2021,215010,1,Residential,2014,NONE,2,3000,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44931975,34.79603813,0,13125,8877,47255,Building New,221.0148902,2642.738398,2016,158273,1,1,2021,181620,1,Residential,2014,NONE,1,2210,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.44954388,34.79604228,0,13126,8878,47256,Building New,213.7632603,2467.588392,2016,158272,1,1,2021,228510,1,Residential,2015,NONE,2,3139,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.44983237,34.79607116,0,13128,8879,47258,Building New,199.6923052,2281.413057,2016,158271,1,1,2021,227620,1,Residential,2015,NONE,2,3201,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.47607446,34.79643135,0,13130,8880,47260,Building New,201.6267946,2148.910403,2016,40914,1,1,2021,122810,19,Building Site,2006,NONE,1,1904,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.44522208,34.7960212,0,13131,8881,47261,Building New,257.8949092,3035.340171,2016,66656,1,1,2021,171250,1,Residential,2006,NONE,1,2147,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.44415574,34.79598183,0,13134,8882,47264,Building New,245.5128237,2526.501211,2016,66643,1,1,2021,213790,1,Residential,2006,NONE,2,2629,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.45005895,34.79608791,0,13135,8883,47265,Building New,202.9242814,2280.442333,2016,158270,1,1,2021,224050,1,Residential,2015,NONE,2,3036,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.28063853,34.79378937,0,13136,8884,47271,Building New,266.859447,4371.918381,2016,18579,1,1,2021,43560,19,Building Site,1994,NONE,1,1512,Singlewide M/H,MODULAR METAL,B3,B3,Singlewide M/H
77.45028044,34.79619169,0,13137,8885,47274,Building New,176.6474801,1662.023411,2016,158269,1,1,2021,173570,1,Residential,2015,NONE,2,2083,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.452244,34.79619635,0,13138,8886,47275,Building New,243.7080592,2919.706734,2016,158261,1,1,2021,224740,1,Residential,2015,NONE,1,2740,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.4525814,34.7962458,0,13139,8887,47281,Building New,195.4787993,1971.737827,2016,158260,1,1,2021,194220,1,Residential,2014,NONE,2,2616,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.44545704,34.79617632,0,13140,8888,47282,Building New,216.7134935,2202.774861,2016,66655,1,1,2021,188820,1,Residential,2006,NONE,2,2519,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.4478939,34.79622172,0,13141,8889,47284,Building New,188.249914,2165.623297,2016,157091,1,1,2021,219660,1,Residential,2015,NONE,2,3060,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.45049005,34.79626816,0,13142,8890,47287,Building New,189.6517878,1885.808271,2016,158268,1,1,2021,172880,1,Residential,2015,NONE,2,2103,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.44396197,34.79619642,0,13144,8891,47292,Building New,199.7270138,2092.616939,2016,66642,1,1,2021,190080,1,Residential,2006,NONE,2,2461,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.4445794,34.79627771,0,13145,8892,47297,Building New,200.0256588,2117.240903,2016,66624,1,1,2021,195340,1,Residential,2006,NONE,2,2657,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.45207108,34.79638264,0,13146,8893,47300,Building New,212.6867488,2187.74438,2016,158262,1,1,2021,195600,1,Residential,2015,NONE,2,2405,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.45276036,34.79642188,0,13148,8894,47304,Building New,215.4437384,2391.754888,2016,158259,1,1,2021,225160,1,Residential,2013,NONE,2,3187,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.4477897,34.79641869,0,13150,8895,47310,Building New,169.9660641,1547.22995,2016,157092,1,1,2021,169450,1,Residential,2015,NONE,2,2085,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.4485384,34.79644755,0,13152,8896,47316,Building New,213.1512415,2086.49872,2016,158279,1,1,2021,219790,1,Residential,2014,NONE,2,3046,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.44303436,34.79637357,0,13153,8897,47318,Building New,205.201395,2213.832832,2016,66645,1,1,2021,209180,1,Residential,2006,NONE,2,2562,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.449556,34.79649479,0,13155,8898,47322,Building New,188.8943709,2206.090032,2016,158283,1,1,2021,219980,1,Residential,2015,NONE,2,3060,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.44879104,34.79646891,0,13156,8899,47323,Building New,214.7175223,2368.452582,2016,158280,1,1,2021,223190,1,Residential,2014,NONE,2,3116,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44930716,34.79649048,0,13157,8900,47325,Building New,206.4545087,2286.1448,2016,158282,1,1,2021,221950,1,Residential,2015,NONE,2,3036,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.44904162,34.79647843,0,13158,8901,47326,Building New,209.747272,2390.245254,2016,158281,1,1,2021,224730,1,Residential,2014,NONE,2,3192,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.52944302,34.7975038,0,13159,8902,47328,Building New,280.4293834,3673.345318,2016,70039,1,1,2021,183370,19,Building Site,2015,NONE,1,1840,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.44441353,34.7964566,0,13160,8903,47329,Building New,216.8146282,2232.544773,2016,66625,1,1,2021,161210,1,Residential,2006,NONE,2,2022,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.44507799,34.79651033,0,13163,8904,47335,Building New,199.3815771,2088.606988,2016,66623,1,1,2021,189280,1,Residential,2006,NONE,2,2498,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.42579201,34.7962874,0,13165,8905,47342,Building New,181.2103337,1926.348855,2016,37858,1,1,2021,105620,1,Residential,2006,NONE,2,1326,Town Home,Aluminum/Vinyl,C26,C26,Town Home
77.44766019,34.79659717,0,13167,8906,47345,Building New,223.547836,2678.817462,2016,157093,1,1,2021,178180,1,Residential,2013,NONE,1,2184,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.44353488,34.79656715,0,13168,8907,47347,Building New,221.3279922,2579.892828,2016,66640,1,1,2021,190280,1,Residential,2006,NONE,2,2491,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44278984,34.79657287,0,13170,8908,47353,Building New,252.89371,2904.279593,2016,"66645.0, 66646.0",2,2,2021,377080,1,Residential,2006,NONE,2,4535,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.44424434,34.79664279,0,13171,8909,47355,Building New,198.9756538,2106.836201,2016,66626,1,1,2021,189980,1,Residential,2006,NONE,2,2493,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.42569015,34.79644989,0,13172,8910,47359,Building New,181.2106349,1926.344375,2016,37859,1,1,2021,105690,1,Residential,2006,NONE,2,1326,Town Home,Aluminum/Vinyl,C25,C25,Town Home
77.45104345,34.79678771,0,13173,8911,47361,Building New,243.6566242,2987.033388,2016,158266,1,1,2021,235990,1,Residential,2015,NONE,1,2785,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.38853758,34.79598414,0,13175,8912,47363,Building New,250.5801941,2996.414439,2016,"56950.0, 56951.0",2,2,2021,333350,1,Residential,1998,NONE,2,5084,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.52664686,34.68571909,0,40920,26915,89265,Building Existing,191.6300467,1651.251653,2006,23405,1,1,2021,31250,19,Building Site,1954,NONE,1,1280,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.21098479,34.68142591,0,40922,26916,89267,Building Existing,174.9216868,1621.027673,2006,45299,1,1,2021,71850,1,Residential,1988,NONE,1,1124,Single Family,Siding on Sheathing, A10,A10,Single Family
77.20794493,34.6814014,0,40925,26917,89273,Building Existing,194.6241716,1817.978259,2006,46283,1,1,2021,78310,1,Residential,1991,NONE,1,1066,Single Family,Siding on Sheathing, A94,A94,Single Family
77.20977251,34.68143686,0,40926,26918,89274,Building Existing,197.2757382,1902.469301,2006,45292,1,1,2021,74950,1,Residential,1987,NONE,1,1223,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.50863178,34.68556068,0,40931,26919,89280,Building Existing,108.303531,724.1968764,2006,14296,1,1,2021,27620,19,Building Site,1959,NONE,1,616,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.20416157,34.68135869,0,40932,26920,89282,Building Existing,190.9396148,1789.076996,2006,50711,1,1,2021,79960,1,Residential,1992,NONE,1,1066,Single Family,Siding on Sheathing, A86,A86,Single Family
77.52804482,34.68577273,0,40933,26921,89285,Building Existing,253.9356868,4029.833798,2006,56252,1,1,2021,66680,19,Building Site,1958,NONE,1,1368,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.23936745,34.68191625,0,40935,26922,89287,Building Existing,212.0139338,2505.04312,2006,42686,1,1,2021,127600,19,Building Site,1985,NONE,1,2120,Single Family,Log, A106,A106,Single Family
77.17001939,34.68093049,0,40938,26923,89292,Building Existing,120.4841022,850.3339987,2006,7234,1,1,2021,38530,6,Waterfront River/Creek,1999,NONE,1,640,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.47843938,34.68519509,0,40940,26924,89294,Building Existing,199.7030849,2077.708916,2006,52776,1,1,2021,100970,1,Residential,1995,NONE,1,1424,Single Family,"Frame Siding, Plywood", A94,A94,Single Family
77.20952422,34.68153743,0,40944,26925,89299,Building Existing,188.8412436,1823.704928,2006,35515,1,1,2021,72350,1,Residential,1986,NONE,1,1140,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.23806296,34.68197866,0,40946,26926,89301,Building Existing,150.2920977,1315.843009,2006,42688,1,1,2021,108190,19,Building Site,1985,NONE,2,1632,Single Family,Log, A30,A30,Single Family
77.16866795,34.68093518,0,40947,26927,89302,Building Existing,183.5557084,1559.472975,2006,28047,1,1,2021,61170,6,Waterfront River/Creek,1976,NONE,1,1025,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.20643332,34.68150307,0,40948,26928,89303,Building Existing,244.3134377,2414.195602,2006,44976,1,1,2021,92290,1,Residential,1990,NONE,1,1472,Single Family,"Frame Siding, Plywood", A82,A82,Single Family
77.20507827,34.68149126,0,40949,26929,89304,Building Existing,223.5289704,2081.588016,2006,50698,1,1,2021,84480,1,Residential,1991,NONE,1,1066,Single Family,Siding on Sheathing, A10,A10,Single Family
77.50243895,34.68561035,0,40953,26930,89311,Building Existing,192.2608094,1972.617108,2006,41146,1,2,2021,85960,19,Building Site,1996,NONE,1,1798,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20575302,34.68157736,0,40955,26931,89314,Building Existing,238.7087326,2272.919408,2006,44977,1,1,2021,101410,1,Residential,1991,NONE,1,1548,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.21044959,34.68166132,0,40956,26932,89315,Building Existing,204.2518045,2010.789864,2006,45301,1,1,2021,105650,1,Residential,1987,NONE,1,1359,Single Family,Siding on Sheathing, A106,A106,Single Family
77.47784406,34.68531294,0,40957,26933,89318,Building Existing,229.9352878,2632.915516,2006,52779,1,1,2021,114740,1,Residential,1997,NONE,1,1546,Single Family,"Frame Siding, Plywood", A98,A98,Single Family
77.53625328,34.68606732,0,40959,26934,89321,Building Existing,215.1495825,2160.242702,2006,27935,1,2,2021,62320,19,Building Site,1996,NONE,1,1782,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.47819501,34.68536908,0,40960,26935,89322,Building Existing,205.7476049,2350.316985,2006,"52777.0, 52779.0",2,2,2021,218560,1,Residential,1995,NONE,1,2996,Single Family,"Frame Siding, Plywood", A66,A66,Single Family
77.50887082,34.68576579,0,40961,26936,89323,Building Existing,125.2479043,839.7683415,2006,25736,1,1,2021,4680,19,Building Site,1960,NONE,1,640,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.2048121,34.68161079,0,40962,26937,89325,Building Existing,188.7750353,1731.733816,2006,50699,1,1,2021,73050,1,Residential,1991,NONE,1,1052,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.18001789,34.68122823,0,40963,26938,89326,Building Existing,215.2675511,2255.6611,2006,8458,1,1,2021,55240,1,Residential,1963,NONE,1,1440,Single Family,Brick Veneer, A14,A14,Single Family
77.15452562,34.68083809,0,40965,26939,89329,Building Existing,267.1741968,3015.790313,2006,53714,1,1,2021,217260,1,Residential,2003,NONE,1,2660,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.17021781,34.68111969,0,40967,26940,89332,Building Existing,172.9673148,1555.673325,2006,27975,1,1,2021,214480,6,Waterfront River/Creek,1993,NONE,2,2240,Single Family,Cedar/Redwood/Cypress, A26,A26,Single Family
77.20738515,34.68167704,0,40968,26941,89334,Building Existing,180.8158617,1670.383596,2006,43171,1,1,2021,69280,1,Residential,1990,NONE,1,966,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.21021207,34.68176458,0,40972,26942,89338,Building Existing,166.9397721,1502.743557,2006,45302,1,1,2021,71080,1,Residential,1987,NONE,1,1071,Single Family,Aluminum/Vinyl, A54,A54,Single Family
77.23906085,34.68219281,0,40973,26943,89339,Building Existing,173.5155593,1831.541537,2006,42687,1,1,2021,113470,19,Building Site,1986,NONE,2,1729,Single Family,Log,A18,A18,Single Family
77.15829133,34.68096057,0,40976,26944,89342,Building Existing,214.723158,2276.958856,2006,53661,1,1,2021,173330,6,Waterfront River/Creek,1995,NONE,2,2259,Single Family,Brick Veneer, A38,A38,Single Family
77.54260682,34.68630393,0,40979,26945,89346,Building Existing,160.1186411,1520.120677,2006,63044,1,2,2021,59390,1,Residential,2001,NONE,1,1736,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.50735025,34.68589161,0,40981,26946,89348,Building Existing,165.2451198,1000.395392,2006,35819,1,1,2021,8790,19,Building Site,1988,NONE,1,924,Singlewide M/H,MODULAR METAL,B3,B3,Singlewide M/H
77.20900534,34.68179356,0,40982,26947,89350,Building Existing,169.2740028,1443.118533,2006,43164,1,1,2021,70020,1,Residential,1985,NONE,1,1228,Single Family,Siding on Sheathing, A82,A82,Single Family
77.5098021,34.68591318,0,40983,26948,89351,Building Existing,249.0050452,2450.04501,2006,28988,1,2,2021,158880,30,Mobile Home Park,1965,NONE,1,1820,Duplex,Aluminum/Vinyl, A58,A58,Duplex
77.5068012,34.68589838,0,40984,26949,89352,Building Existing,201.3364361,2249.339284,2006,64012,1,2,2021,95590,19,Building Site,2005,NONE,1,1860,Duplex,Aluminum/Vinyl, A78,A78,Duplex
77.55805234,34.68650806,0,40985,26950,89355,Building Existing,241.0103495,2919.013041,2006,16358,1,1,2021,129500,19,Building Site,1964,NONE,1,1680,Single Family,Brick Veneer, A58,A58,Single Family
77.20584664,34.68179889,0,40986,26951,89356,Building Existing,213.2418994,1920.59782,2006,44978,1,1,2021,80380,1,Residential,1990,NONE,1,1248,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.50639033,34.68592994,0,40990,26952,89360,Building Existing,200.8939287,2257.94173,2006,64013,1,2,2021,95460,19,Building Site,2005,NONE,1,1860,Duplex,Aluminum/Vinyl, A86,A86,Duplex
77.20712347,34.68183953,0,40991,26953,89362,Building Existing,183.7810733,1450.513261,2006,43170,1,1,2021,73900,1,Residential,1985,NONE,1,1308,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.15483067,34.68098551,0,40992,26954,89363,Building Existing,305.2063188,4399.368274,2006,53715,1,1,2021,213390,1,Residential,2001,NONE,1,2303,Single Family,Brick Veneer, A106,A106,Single Family
77.13319203,34.68063021,0,40993,26955,89365,Building Existing,404.6194923,5020.292037,2006,35244,1,1,2021,466240,11,Waterfront ICW,2003,NONE,2,4889,Single Family,Brick Veneer,A34,A34,Single Family
77.17032766,34.68131196,0,40995,26956,89370,Building Existing,182.3872639,2015.427398,2006,52131,1,1,2021,211430,6,Waterfront River/Creek,1993,NONE,2,2400,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.13279814,34.68071327,0,40996,26957,89371,Building Existing,415.0275923,5163.550962,2006,15059,1,1,2021,460410,11,Waterfront ICW,1991,NONE,2,4013,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.50598872,34.68599156,0,40997,26958,89372,Building Existing,199.3639428,2189.774182,2006,64011,1,2,2021,88140,19,Building Site,2006,NONE,1,1860,Duplex,Aluminum/Vinyl, A54,A54,Duplex
77.15138024,34.68105983,0,40998,26959,89373,Building Existing,171.3528782,1555.136757,2006,57077,1,1,2021,142470,1,Residential,2001,NONE,2,1831,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.52389479,34.68624431,0,41000,26960,89376,Building Existing,132.2472148,1092.910635,2006,63854,1,1,2021,100980,1,Residential,2004,NONE,2,1280,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.53525413,34.68636522,0,41001,26961,89377,Building Existing,169.1087055,1477.31201,2006,35571,1,2,2021,40030,19,Building Site,1993,NONE,1,1242,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20351663,34.68183731,0,41002,26962,89378,Building Existing,220.9326254,2475.571802,2006,50708,1,1,2021,102020,1,Residential,1991,NONE,1,1431,Single Family,Siding on Sheathing, A82,A82,Single Family
77.20436642,34.68186927,0,41003,26963,89379,Building Existing,212.4109512,2214.392547,2006,50701,1,1,2021,86110,1,Residential,1992,NONE,1,1302,Single Family,Siding on Sheathing, A14,A14,Single Family
77.19030974,34.68168176,0,41005,26964,89381,Building Existing,217.6995444,2419.057164,2006,2379,1,1,2021,80880,19,Building Site,1974,NONE,1,1524,Single Family,"Frame Siding, Plywood", A78,A78,Single Family
77.20972071,34.6819995,0,41006,26965,89382,Building Existing,163.9212119,1443.683329,2006,45304,1,1,2021,70600,1,Residential,1987,NONE,1,1047,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.54284414,34.68650056,0,41007,26966,89384,Building Existing,178.6230505,1683.416363,2006,"63044.0, 63045.0",2,2,2021,118210,1,Residential,2001,NONE,1,3410,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.52365452,34.68630128,0,41008,26967,89385,Building Existing,190.3023061,1965.668944,2006,63855,1,1,2021,100800,1,Residential,2004,NONE,1,1154,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.23877657,34.68247787,0,41009,26968,89387,Building Existing,149.9082697,1404.527825,2006,44086,1,1,2021,102110,19,Building Site,1986,NONE,2,1459,Single Family,Log, A30,A30,Single Family
77.15335784,34.68115927,0,41010,26969,89388,Building Existing,203.5814281,2032.848837,2006,53703,1,1,2021,107190,1,Residential,1995,NONE,1,1803,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.15175013,34.68117928,0,41012,26970,89390,Building Existing,211.2117875,2516.06104,2006,57078,1,1,2021,156870,1,Residential,2001,NONE,1,1568,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.15711982,34.68125786,0,41014,26971,89392,Building Existing,217.4005239,2343.15218,2006,53719,1,1,2021,193680,1,Residential,2002,NONE,2,2251,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.17690686,34.68160953,0,41019,26972,89397,Building Existing,260.7004369,3313.975793,2006,37417,1,1,2021,179440,20,Building Site,1980,NONE,1,2092,Single Family,Brick Veneer, A74,A74,Single Family
77.51932146,34.68632861,0,41022,26973,89400,Building Existing,205.2659884,1776.682459,2006,63862,1,1,2021,94820,1,Residential,2004,NONE,1,1240,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.15504057,34.6812533,0,41023,26974,89402,Building Existing,270.1576596,3111.338703,2006,53716,1,1,2021,186990,1,Residential,2004,NONE,1,1947,Single Family,Brick Veneer, A66,A66,Single Family
77.5206354,34.6863534,0,41024,26975,89403,Building Existing,186.3823804,1693.369513,2006,63859,1,1,2021,90100,1,Residential,2004,NONE,1,1088,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.51983472,34.68635059,0,41025,26976,89404,Building Existing,225.3518712,2638.171517,2006,63861,1,1,2021,126640,1,Residential,2004,NONE,1,1584,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.51906549,34.68633132,0,41026,26977,89406,Building Existing,218.4322199,2235.050443,2006,63863,1,1,2021,107430,1,Residential,2004,NONE,1,1390,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.20416412,34.6820246,0,41028,26978,89409,Building Existing,193.0614015,1811.281257,2006,50702,1,1,2021,79610,1,Residential,1992,NONE,1,1100,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.20803768,34.68209734,0,41029,26979,89410,Building Existing,202.3966811,1916.866506,2006,46282,1,1,2021,98660,1,Residential,1990,NONE,1,1700,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.17441101,34.68161617,0,41031,26980,89412,Building Existing,164.7276212,1474.666847,2006,37299,1,1,2021,32830,20,Building Site,1954,NONE,1,1216,Single Family,Asbestos Shingle, A102,A102,Single Family
77.52016068,34.68637356,0,41033,26982,89414,Building Existing,208.4309369,2065.536074,2006,63860,1,1,2021,107410,1,Residential,2004,NONE,1,1316,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.52752855,34.68647779,0,41034,26983,89415,Building Existing,177.736724,1650.266704,2006,58989,1,2,2021,51920,19,Building Site,1999,NONE,1,1568,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20328999,34.68202524,0,41035,26984,89416,Building Existing,228.4747934,2286.679485,2006,50707,1,1,2021,86020,1,Residential,1991,NONE,1,1232,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.52088738,34.68642755,0,41037,26985,89419,Building Existing,191.4628054,1846.073318,2006,63858,1,1,2021,93080,1,Residential,2004,NONE,1,1092,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.23731581,34.68255552,0,41038,26986,89420,Building Existing,203.4845173,2305.250885,2006,44092,1,1,2021,152320,19,Building Site,1985,NONE,1,2691,Single Family,Log, A82,A82,Single Family
77.17042591,34.68154944,0,41039,26987,89421,Building Existing,220.0638157,3018.725394,2006,34329,1,1,2021,280810,6,Waterfront River/Creek,1997,NONE,2,2568,Single Family,Cedar Shake, A26,A26,Single Family
